"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","qtrly_estabs","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_chg","oty_qtrly_estabs_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"08073","0","10","70","0","2022","3","",178,2186,2162,2132,27907334,5867450,48843,994,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",5,2.9,2,0.1,-3,-0.1,-20,-0.9,1309359,4.9,499986,9.3,5324,12.2,50,5.3
"08073","1","10","71","0","2022","3","",8,17,19,19,235652,0,0,989,"",8.58,0.40,0.46,0.47,0.33,0.00,0.00,0.73,"",0,0.0,-1,-5.6,1,5.6,0,0.0,33780,16.7,0,0.0,0,0.0,142,16.8
"08073","2","10","71","0","2022","3","",10,340,339,339,8349204,0,0,1893,"",9.13,5.21,5.26,5.24,9.05,0.00,0.00,1.73,"",1,11.1,-52,-13.3,-50,-12.9,-41,-10.8,-221798,-2.6,0,0.0,0,0.0,189,11.1
"08073","3","10","71","0","2022","3","",13,595,596,592,6272974,2981164,5962,812,"",4.94,3.33,3.20,2.98,2.89,30.28,22.21,0.91,"",0,0.0,13,2.2,17,2.9,14,2.4,306528,5.1,137131,4.8,-2570,-30.1,20,2.5
"08073","5","10","71","0","2022","3","",147,1234,1208,1182,13049504,2886286,42881,831,"",0.85,0.65,0.65,0.65,0.54,0.50,0.88,0.84,"",4,2.8,42,3.5,29,2.5,7,0.6,1190849,10.0,362855,14.4,7894,22.6,59,7.6
"08075","0","10","70","0","2022","3","",679,7583,7587,7623,94574668,16656779,188360,958,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",15,2.3,-13,-0.2,-30,-0.4,16,0.2,653061,0.7,2355641,16.5,29264,18.4,8,0.8
"08075","1","10","71","0","2022","3","",11,60,63,58,886288,0,0,1130,"",3.09,0.41,0.44,0.40,0.36,0.00,0.00,0.87,"",0,0.0,1,1.7,10,18.9,5,9.4,187943,26.9,0,0.0,0,0.0,153,15.7
"08075","2","10","71","0","2022","3","",14,898,887,1006,20243449,0,0,1674,"",3.35,3.97,3.92,4.35,6.47,0.00,0.00,1.58,"",0,0.0,-172,-16.1,-151,-14.5,-41,-3.9,-1310239,-6.1,0,0.0,0,0.0,97,6.2
"08075","3","10","71","0","2022","3","",19,996,1046,1034,10180024,4602712,9205,764,"",1.89,1.61,1.60,1.45,1.38,16.47,8.89,0.89,"",0,0.0,17,1.7,41,4.1,47,4.8,543920,5.6,183373,4.1,-4053,-30.6,16,2.1
"08075","5","10","71","0","2022","3","",635,5629,5591,5525,63264907,12054067,179155,872,"",0.96,0.85,0.85,0.85,0.78,0.74,0.96,0.91,"",15,2.4,141,2.6,70,1.3,5,0.1,1231437,2.0,2172268,22.0,33317,22.8,6,0.7
"08077","0","10","70","0","2022","3","",5618,65208,65169,65011,902330614,143612103,2715832,1066,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",211,3.9,1232,1.9,965,1.5,901,1.4,103599954,13.0,27442019,23.6,399484,17.2,107,11.2
"08077","1","10","71","0","2022","3","",45,1907,1900,1887,41258733,0,0,1672,"",1.53,1.52,1.53,1.53,1.76,0.00,0.00,1.15,"",-1,-2.2,36,1.9,30,1.6,10,0.5,6665915,19.3,0,0.0,0,0.0,251,17.7
"08077","2","10","71","0","2022","3","",24,2063,2101,2128,34005028,0,0,1247,"",0.69,1.06,1.08,1.08,1.14,0.00,0.00,1.06,"",0,0.0,26,1.3,-30,-1.4,-15,-0.7,850992,2.6,0,0.0,0,0.0,35,2.9
"08077","3","10","71","0","2022","3","",39,6120,6111,6300,83867769,8471985,21359,1044,"",0.47,1.15,1.09,1.04,1.19,3.52,1.43,1.10,"",-1,-2.5,135,2.3,117,2.0,158,2.6,10754913,14.7,1099964,14.9,-4211,-16.5,113,12.1
"08077","5","10","71","0","2022","3","",5510,55118,55057,54696,743199084,135140118,2694473,1040,"",1.01,0.97,0.98,0.98,0.95,0.97,1.00,0.98,"",213,4.0,1035,1.9,848,1.6,748,1.4,85328134,13.0,26342055,24.2,403695,17.6,104,11.1
"08079","0","10","70","0","2022","3","",83,564,558,529,5167190,2857289,28814,722,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1,1.2,-1,-0.2,19,3.5,66,14.3,335494,6.9,389623,15.8,3768,15.0,10,1.4
"08079","1","10","71","0","2022","3","",3,6,7,5,70045,0,0,898,"",6.90,0.55,0.66,0.50,0.52,0.00,0.00,0.92,"",0,0.0,-1,-14.3,0,0.0,-1,-16.7,-1303,-1.8,0,0.0,0,0.0,75,9.1
"08079","2","10","71","0","2022","3","",2,5,5,5,97965,0,0,1507,"",3.92,0.30,0.30,0.31,0.57,0.00,0.00,1.89,"",-1,-33.3,-1,-16.7,-1,-16.7,-1,-16.7,-15181,-13.4,0,0.0,0,0.0,56,3.9
"08079","3","10","71","0","2022","3","",3,85,87,89,751287,751287,1503,664,"",2.45,1.84,1.81,1.80,1.87,15.67,9.49,1.03,"",0,0.0,-5,-5.6,3,3.6,-2,-2.2,68127,10.0,68127,10.0,-547,-26.7,69,11.6
"08079","5","10","71","0","2022","3","",75,468,459,430,4247893,2106002,27311,722,"",0.93,0.95,0.95,0.95,0.95,0.76,0.95,1.00,"",2,2.7,6,1.3,17,3.8,70,19.4,283851,7.2,321496,18.0,4315,18.8,-2,-0.3
"08081","0","10","70","0","2022","3","",507,4546,4522,4534,65068020,14863519,180462,1104,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",14,2.8,-27,-0.6,-7,-0.2,-19,-0.4,6458052,11.0,3480175,30.6,49968,38.3,113,11.4
"08081","1","10","71","0","2022","3","",14,150,149,144,3359750,0,0,1750,"",5.27,1.72,1.73,1.67,1.99,0.00,0.00,1.17,"",-2,-12.5,7,4.9,14,10.4,13,9.9,460752,15.9,0,0.0,0,0.0,114,7.0
"08081","2","10","71","0","2022","3","",10,149,146,164,2892247,0,0,1454,"",3.20,1.10,1.08,1.19,1.34,0.00,0.00,1.19,"",0,0.0,-1,-0.7,2,1.4,20,13.9,207008,7.7,0,0.0,0,0.0,39,2.8
"08081","3","10","71","0","2022","3","",8,659,641,711,8237655,100434,201,945,"",1.07,1.77,1.65,1.68,1.63,0.40,0.20,0.96,"",0,0.0,9,1.4,6,0.9,-2,-0.3,837572,11.3,14876,17.4,-56,-21.8,90,10.5
"08081","5","10","71","0","2022","3","",475,3588,3586,3515,50578368,14763085,180261,1092,"",0.96,0.91,0.92,0.90,0.90,1.02,1.01,0.99,"",16,3.5,-42,-1.2,-29,-0.8,-50,-1.4,4952720,10.9,3465299,30.7,50024,38.4,118,12.1
"08083","0","10","70","0","2022","3","",1035,9293,9393,9562,105149402,30731377,478347,859,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",47,4.8,-245,-2.6,-150,-1.6,134,1.4,5802589,5.8,4005122,15.0,43024,9.9,55,6.8
"08083","1","10","71","0","2022","3","",21,380,375,371,7053155,0,0,1446,"",3.87,2.13,2.10,2.04,2.59,0.00,0.00,1.24,"",0,0.0,-12,-3.1,-17,-4.3,-7,-1.9,364238,5.4,0,0.0,0,0.0,118,8.9
"08083","2","10","71","0","2022","3","",9,118,119,127,2211660,0,0,1402,"",1.41,0.43,0.42,0.44,0.64,0.00,0.00,1.48,"",-1,-10.0,4,3.5,6,5.3,7,5.8,67484,3.1,0,0.0,0,0.0,-24,-1.7
"08083","3","10","71","0","2022","3","",31,1846,2000,2163,21189828,11136419,100249,814,"",2.03,2.43,2.47,2.42,2.59,21.60,38.14,1.06,"",1,3.3,-246,-11.8,-177,-8.1,13,0.6,1091991,5.4,633653,6.0,17005,20.4,91,12.6
"08083","5","10","71","0","2022","3","",974,6949,6899,6901,74694759,19594958,378098,831,"",0.97,0.86,0.85,0.84,0.82,0.65,0.80,0.97,"",47,5.1,9,0.1,38,0.6,121,1.8,4278876,6.1,3371469,20.8,26019,7.4,41,5.2
"08085","0","10","70","0","2022","3","",1685,16015,16150,15993,201204549,38683412,652149,964,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",108,6.8,206,1.3,226,1.4,208,1.3,17467544,9.5,5782214,17.6,45184,7.4,72,8.1
"08085","1","10","71","0","2022","3","",21,341,350,339,7103619,0,0,1592,"",2.38,1.11,1.14,1.12,1.36,0.00,0.00,1.22,"",1,5.0,-3,-0.9,6,1.7,1,0.3,255356,3.7,0,0.0,0,0.0,52,3.4
"08085","2","10","71","0","2022","3","",15,243,241,239,5171485,0,0,1651,"",1.45,0.51,0.50,0.49,0.78,0.00,0.00,1.55,"",1,7.1,7,3.0,7,3.0,6,2.6,181531,3.6,0,0.0,0,0.0,13,0.8
"08085","3","10","71","0","2022","3","",29,2537,2698,2706,38300082,4106384,9734,1113,"",1.16,1.94,1.94,1.81,2.44,6.33,2.72,1.29,"",0,0.0,-29,-1.1,-14,-0.5,-3,-0.1,2947031,8.3,281653,7.4,-2359,-19.5,92,9.0
"08085","5","10","71","0","2022","3","",1620,12894,12861,12709,150629363,34577028,642415,904,"",0.99,0.93,0.92,0.93,0.87,0.92,0.99,0.94,"",106,7.0,231,1.8,227,1.8,204,1.6,14083626,10.3,5500561,18.9,47543,8.0,70,8.4
"08087","0","10","70","0","2022","3","",850,12344,12443,12422,176277025,27784495,370197,1093,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-6,-0.7,69,0.6,106,0.9,216,1.8,18137430,11.5,5590796,25.2,51332,16.1,102,10.3
"08087","1","10","71","0","2022","3","",14,100,97,93,1698905,0,0,1352,"",3.14,0.42,0.41,0.39,0.37,0.00,0.00,0.91,"",0,0.0,-7,-6.5,1,1.0,-1,-1.1,40406,2.4,0,0.0,0,0.0,63,4.9
"08087","2","10","71","0","2022","3","",15,248,252,281,4524147,0,0,1337,"",2.87,0.67,0.68,0.75,0.78,0.00,0.00,1.11,"",2,15.4,9,3.8,21,9.1,60,27.1,152071,3.5,0,0.0,0,0.0,-123,-8.4
"08087","3","10","71","0","2022","3","",22,1776,1843,1824,19462215,3356981,8324,825,"",1.75,1.76,1.72,1.57,1.42,7.20,4.09,0.84,"",-2,-8.3,53,3.1,-11,-0.6,80,4.6,1997923,11.4,295608,9.7,-1064,-11.3,68,9.0
"08087","5","10","71","0","2022","3","",799,10220,10251,10224,150591758,24427514,361873,1132,"",0.97,0.95,0.95,0.96,0.99,0.90,0.98,1.04,"",-6,-0.7,14,0.1,95,0.9,77,0.8,15947030,11.8,5295188,27.7,52396,16.9,114,11.2
"08089","0","10","70","0","2022","3","",521,6048,6135,6112,65498333,15675758,188629,826,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",10,2.0,-66,-1.1,33,0.5,48,0.8,5014361,8.3,3021720,23.9,32268,20.6,62,8.1
"08089","1","10","71","0","2022","3","",13,93,98,95,1357553,0,0,1095,"",4.76,0.80,0.84,0.82,0.80,0.00,0.00,0.98,"",-1,-7.1,-5,-5.1,-3,-3.0,0,0.0,88643,7.0,0,0.0,0,0.0,99,9.9
"08089","2","10","71","0","2022","3","",11,430,458,467,5851221,0,0,997,"",3.43,2.38,2.50,2.52,2.70,0.00,0.00,1.09,"",0,0.0,-1,-0.2,5,1.1,22,4.9,232764,4.1,0,0.0,0,0.0,21,2.2
"08089","3","10","71","0","2022","3","",37,1222,1252,1280,12287540,4516215,9196,755,"",4.81,2.47,2.37,2.24,2.41,17.17,8.87,1.02,"",-1,-2.6,-27,-2.2,9,0.7,52,4.2,1402970,12.9,-111078,-2.4,-4734,-34.0,80,11.9
"08089","5","10","71","0","2022","3","",460,4303,4327,4270,46002019,11159543,179433,823,"",0.91,0.82,0.82,0.81,0.81,0.73,0.96,1.00,"",12,2.7,-33,-0.8,22,0.5,-26,-0.6,3289984,7.7,3132798,39.0,37002,26.0,61,8.0
"08091","0","10","70","0","2022","3","",387,2357,2335,2247,26005780,10279177,126342,865,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",10,2.7,-92,-3.8,-137,-5.5,-99,-4.2,-2757447,-9.6,-3607,0.0,-62284,-33.0,-48,-5.3
"08091","1","10","71","0","2022","3","",5,10,9,9,185548,0,0,1529,"",2.47,0.22,0.20,0.21,0.28,0.00,0.00,1.30,"",-1,-16.7,-1,-9.1,-3,-25.0,-3,-25.0,18344,11.0,0,0.0,0,0.0,427,38.7
"08091","2","10","71","0","2022","3","",4,48,49,50,690029,0,0,1083,"",1.68,0.68,0.70,0.73,0.80,0.00,0.00,1.14,"",0,0.0,1,2.1,1,2.1,4,8.7,86961,14.4,0,0.0,0,0.0,96,9.7
"08091","3","10","71","0","2022","3","",11,372,386,408,4429774,3659217,7479,877,"",1.92,1.93,1.92,1.95,2.19,21.22,10.77,1.13,"",0,0.0,49,15.2,46,13.5,64,18.6,374301,9.2,151627,4.3,-3084,-29.2,-52,-5.6
"08091","5","10","71","0","2022","3","",367,1927,1891,1780,20700429,6619960,118863,853,"",0.97,0.94,0.94,0.92,0.92,0.66,0.95,0.99,"",11,3.1,-141,-6.8,-181,-8.7,-164,-8.4,-3237053,-13.5,-155234,-2.3,-59200,-33.2,-55,-6.1
"08093","0","10","70","0","2022","3","",680,3053,3037,2938,38368755,13384791,169029,981,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",48,7.6,179,6.2,144,5.0,163,5.9,3559962,10.2,1730245,14.8,33190,24.4,41,4.4
"08093","1","10","71","0","2022","3","",12,66,68,67,1320737,0,0,1516,"",3.37,1.12,1.18,1.20,1.33,0.00,0.00,1.14,"",1,9.1,0,0.0,3,4.6,5,8.1,196122,17.4,0,0.0,0,0.0,171,12.7
"08093","2","10","71","0","2022","3","",10,76,77,78,1527052,0,0,1526,"",2.39,0.83,0.85,0.88,1.20,0.00,0.00,1.41,"",2,25.0,7,10.1,9,13.2,10,14.7,304149,24.9,0,0.0,0,0.0,149,10.8
"08093","3","10","71","0","2022","3","",17,624,623,654,7606437,6124632,13225,923,"",1.69,2.50,2.38,2.39,2.55,27.27,14.24,1.05,"",0,0.0,-37,-5.6,-24,-3.7,9,1.4,324710,4.5,267946,4.6,-4344,-24.7,63,7.3
"08093","5","10","71","0","2022","3","",641,2287,2269,2139,27914529,7260159,155804,962,"",0.97,0.86,0.86,0.85,0.84,0.56,0.93,0.98,"",45,7.6,209,10.1,156,7.4,139,7.0,2734981,10.9,1462299,25.2,37534,31.7,23,2.4
"08095","0","10","70","0","2022","3","",187,1740,1744,1689,19811477,6503528,45806,884,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",6,3.3,30,1.8,57,3.4,52,3.2,2037897,11.5,900286,16.1,7900,20.8,69,8.5
"08095","1","10","71","0","2022","3","",6,22,21,25,309627,0,0,1051,"",6.12,0.66,0.63,0.78,0.60,0.00,0.00,0.87,"",0,0.0,2,10.0,0,0.0,3,13.6,38778,14.3,0,0.0,0,0.0,59,5.9
"08095","2","10","71","0","2022","3","",4,13,12,12,226044,0,0,1410,"",3.48,0.25,0.23,0.23,0.35,0.00,0.00,1.45,"",0,0.0,-1,-7.1,-2,-14.3,-2,-14.3,6971,3.2,0,0.0,0,0.0,206,17.1
"08095","3","10","71","0","2022","3","",10,618,622,573,6728306,4089079,8997,856,"",3.62,4.34,4.14,3.64,4.36,37.48,35.75,1.08,"",0,0.0,29,4.9,38,6.5,10,1.8,544365,8.8,455777,12.5,-1902,-17.5,34,4.1
"08095","5","10","71","0","2022","3","",167,1087,1089,1079,12547500,2414449,36809,890,"",0.92,0.72,0.72,0.75,0.73,0.38,0.81,1.01,"",6,3.7,0,0.0,21,2.0,41,3.9,1447783,13.0,444509,22.6,9802,36.3,88,11.0
"08097","0","10","70","0","2022","3","",2128,17061,17032,16228,304462327,72573411,1001242,1396,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",81,4.0,897,5.5,838,5.2,726,4.7,43611503,16.7,17503123,31.8,117433,13.3,138,11.0
"08097","1","10","71","0","2022","3","",8,84,81,81,1611330,0,0,1512,"",0.72,0.26,0.25,0.26,0.20,0.00,0.00,0.80,"",0,0.0,-13,-13.4,-16,-16.5,-13,-13.8,20820,1.3,0,0.0,0,0.0,238,18.7
"08097","2","10","71","0","2022","3","",1,9,8,8,261848,0,0,2417,"",0.08,0.02,0.02,0.02,0.03,0.00,0.00,1.57,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08097","3","10","71","0","2022","3","",14,2264,2268,2272,47095089,21723051,43746,1597,"",0.45,1.62,1.55,1.50,1.99,17.84,7.95,1.28,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08097","5","10","71","0","2022","3","",2105,14704,14675,13867,255494060,50850360,957496,1363,"",1.02,0.99,1.00,1.00,0.97,0.72,0.96,0.98,"",81,4.0,885,6.4,817,5.9,746,5.7,33570539,15.1,12498653,32.6,124097,14.9,108,8.6
"08099","0","10","70","0","2022","3","",394,4722,4717,4749,50380577,16644455,149560,819,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-4,-1.0,188,4.1,170,3.7,196,4.3,6741511,15.4,2713484,19.5,23736,18.9,80,10.8
"08099","1","10","71","0","2022","3","",9,32,33,38,514898,0,0,1154,"",4.36,0.35,0.37,0.42,0.39,0.00,0.00,1.04,"",0,0.0,-4,-11.1,-2,-5.7,3,8.6,80870,18.6,0,0.0,0,0.0,209,22.1
"08099","2","10","71","0","2022","3","",10,221,217,247,3586589,0,0,1208,"",4.12,1.57,1.54,1.71,2.15,0.00,0.00,1.34,"",0,0.0,17,8.3,13,6.4,19,8.3,187681,5.5,0,0.0,0,0.0,-25,-2.0
"08099","3","10","71","0","2022","3","",19,1116,1112,1104,11502666,7375146,14774,797,"",3.26,2.89,2.74,2.49,2.93,26.41,17.98,1.09,"",-1,-5.0,88,8.6,91,8.9,66,6.4,1310181,12.9,690517,10.3,-5324,-26.5,35,4.6
"08099","5","10","71","0","2022","3","",356,3353,3355,3360,34776424,9269309,134786,797,"",0.93,0.82,0.82,0.83,0.80,0.57,0.91,0.97,"",-3,-0.8,87,2.7,68,2.1,108,3.3,5162779,17.4,2022967,27.9,29060,27.5,100,14.3
"08101","0","10","70","0","2022","3","",3923,62744,62908,63526,864604276,140360124,2372880,1055,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",144,3.8,1109,1.8,958,1.5,1001,1.6,79999472,10.2,28600903,25.6,451581,23.5,82,8.4
"08101","1","10","71","0","2022","3","",29,1048,1049,1045,19094977,0,0,1402,"",1.41,0.87,0.88,0.87,0.85,0.00,0.00,0.98,"",-1,-3.3,-33,-3.1,-23,-2.1,-16,-1.5,-540617,-2.8,0,0.0,0,0.0,-8,-0.6
"08101","2","10","71","0","2022","3","",28,3699,3746,4202,70553316,0,0,1398,"",1.16,1.98,2.00,2.18,2.47,0.00,0.00,1.20,"",2,7.7,-351,-8.7,-366,-8.9,9,0.2,-2317634,-3.2,0,0.0,0,0.0,37,2.7
"08101","3","10","71","0","2022","3","",26,6307,6267,6646,82836186,12046221,24264,995,"",0.45,1.23,1.16,1.12,1.23,5.12,1.86,1.05,"",0,0.0,89,1.4,204,3.4,343,5.4,3708339,4.7,1584152,15.1,-7268,-23.0,12,1.2
"08101","5","10","71","0","2022","3","",3840,51690,51846,51633,692119797,128313903,2348616,1029,"",1.01,0.95,0.95,0.95,0.93,0.94,1.00,0.98,"",143,3.9,1404,2.8,1143,2.3,665,1.3,79149384,12.9,27016751,26.7,458849,24.3,98,10.5
"08103","0","10","70","0","2022","3","",284,2994,2981,2964,43512779,13508462,109996,1123,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",3,1.1,140,4.9,112,3.9,135,4.8,5292855,13.8,2961856,28.1,3389,3.2,92,8.9
"08103","1","10","71","0","2022","3","",5,65,66,67,1420091,0,0,1655,"",3.36,1.13,1.16,1.19,1.26,0.00,0.00,1.08,"",0,0.0,-3,-4.4,0,0.0,-3,-4.3,95901,7.2,0,0.0,0,0.0,157,10.5
"08103","2","10","71","0","2022","3","",9,133,121,152,2027999,0,0,1153,"",5.15,1.49,1.36,1.69,1.41,0.00,0.00,0.93,"",1,12.5,1,0.8,-4,-3.2,16,11.8,7689,0.4,0,0.0,0,0.0,-33,-2.8
"08103","3","10","71","0","2022","3","",17,968,984,985,12045715,7963338,16523,946,"",4.05,3.95,3.84,3.56,3.55,35.14,27.34,0.94,"",0,0.0,33,3.5,47,5.0,38,4.0,2028862,20.3,1589095,24.9,-3043,-15.6,126,15.4
"08103","5","10","71","0","2022","3","",253,1828,1810,1760,28018974,5545124,93473,1198,"",0.91,0.70,0.70,0.69,0.75,0.42,0.86,1.07,"",2,0.8,109,6.3,69,4.0,84,5.0,3160403,12.7,1372761,32.9,6432,7.4,81,7.3
"08105","0","10","70","0","2022","3","",490,4294,4205,4509,50371627,13738879,201655,894,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",21,4.5,72,1.7,-8,-0.2,61,1.4,3723546,8.0,2362466,20.8,1598,0.8,58,6.9
"08105","1","10","71","0","2022","3","",9,121,121,117,2151676,0,0,1383,"",3.51,1.46,1.51,1.37,1.65,0.00,0.00,1.14,"",0,0.0,-13,-9.7,-10,-7.6,-13,-10.0,-101636,-4.5,0,0.0,0,0.0,67,5.1
"08105","2","10","71","0","2022","3","",10,175,177,179,3195401,0,0,1389,"",3.32,1.37,1.41,1.31,1.92,0.00,0.00,1.41,"",0,0.0,-6,-3.3,-5,-2.7,-4,-2.2,49535,1.6,0,0.0,0,0.0,59,4.4
"08105","3","10","71","0","2022","3","",17,614,621,642,6269524,3786440,7863,771,"",2.35,1.75,1.72,1.53,1.60,16.43,7.10,0.96,"",0,0.0,26,4.4,32,5.4,9,1.4,-76966,-1.2,58387,1.6,-3383,-30.1,-38,-4.7
"08105","5","10","71","0","2022","3","",454,3384,3286,3571,38755026,9952439,193792,873,"",0.95,0.91,0.90,0.92,0.89,0.74,0.97,0.98,"",21,4.8,65,2.0,-25,-0.8,69,2.0,3852613,11.0,2304079,30.1,4981,2.6,78,9.8
"08107","0","10","70","0","2022","3","",2127,16048,15886,15217,231071045,50129166,742067,1131,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",120,6.0,707,4.6,681,4.5,710,4.9,32834778,16.6,10518357,26.6,101532,15.9,116,11.4
"08107","1","10","71","0","2022","3","",12,124,124,125,2025245,0,0,1253,"",1.08,0.40,0.41,0.43,0.34,0.00,0.00,0.82,"",0,0.0,-10,-7.5,-11,-8.1,0,0.0,-222086,-9.9,0,0.0,0,0.0,-63,-4.8
"08107","2","10","71","0","2022","3","",15,932,948,952,18819829,200824,402,1534,"",1.15,1.95,2.00,2.06,2.46,0.46,0.75,1.23,"",1,7.1,49,5.5,60,6.8,58,6.5,2028274,12.1,11052,5.8,-167,-29.3,80,5.5
"08107","3","10","71","0","2022","3","",24,1482,1522,1582,22594207,8644013,18136,1137,"",0.76,1.13,1.11,1.11,1.26,10.28,4.45,1.12,"",0,0.0,66,4.7,42,2.8,67,4.4,3733387,19.8,2078289,31.7,-2060,-10.2,150,15.2
"08107","5","10","71","0","2022","3","",2076,13510,13292,12558,187631764,41284329,723529,1100,"",1.00,0.97,0.97,0.96,0.94,0.85,0.98,0.97,"",119,6.1,602,4.7,590,4.6,585,4.9,27295203,17.0,8429016,25.7,103759,16.7,115,11.7
"08109","0","10","70","0","2022","3","",232,1499,1551,1631,15959821,7865785,95616,787,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",11,5.0,-36,-2.3,3,0.2,-83,-4.8,904417,6.0,1153929,17.2,5468,6.1,63,8.7
"08109","1","10","71","0","2022","3","",11,41,38,40,671638,0,0,1302,"",9.05,1.42,1.29,1.29,1.62,0.00,0.00,1.22,"",0,0.0,0,0.0,-2,-5.0,0,0.0,29497,4.6,0,0.0,0,0.0,77,6.3
"08109","2","10","71","0","2022","3","",7,16,16,16,326482,0,0,1570,"",4.90,0.36,0.35,0.32,0.62,0.00,0.00,1.81,"",1,16.7,2,14.3,2,14.3,1,6.7,54357,20.0,0,0.0,0,0.0,110,7.5
"08109","3","10","71","0","2022","3","",13,462,495,497,4329390,4329390,8663,687,"",3.79,3.77,3.71,3.27,3.48,32.81,16.49,0.98,"",0,0.0,21,4.8,41,9.0,19,4.0,393753,10.0,393753,10.0,-3143,-26.6,26,3.9
"08109","5","10","71","0","2022","3","",201,980,1002,1078,10632311,3536395,86953,802,"",0.89,0.75,0.75,0.77,0.77,0.46,0.92,1.02,"",10,5.2,-59,-5.7,-38,-3.7,-103,-8.7,426810,4.2,760176,27.4,8611,11.0,80,11.1
"08111","0","10","70","0","2022","3","",91,465,462,445,3389203,2100731,29003,570,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",3,3.4,-35,-7.0,-7,-1.5,2,0.5,-591718,-14.9,-452678,-17.7,-14016,-32.6,-81,-12.4
"08111","1","10","71","0","2022","3","",2,1,1,1,19439,0,0,1495,"",4.19,0.11,0.11,0.12,0.22,0.00,0.00,1.93,"",0,0.0,0,0.0,0,0.0,0,0.0,-9623,-33.1,0,0.0,0,0.0,-741,-33.1
"08111","2","10","71","0","2022","3","",4,9,9,9,123364,0,0,1054,"",7.14,0.65,0.65,0.67,1.10,0.00,0.00,1.68,"",1,33.3,0,0.0,0,0.0,0,0.0,-19969,-13.9,0,0.0,0,0.0,-171,-14.0
"08111","3","10","71","0","2022","3","",4,76,75,74,819317,788968,1584,840,"",2.97,2.00,1.89,1.78,3.10,22.39,9.94,1.65,"",0,0.0,-2,-2.6,-5,-6.2,-6,-7.5,-14249,-1.7,-17212,-2.1,-836,-34.5,32,4.0
"08111","5","10","71","0","2022","3","",81,379,377,361,2427083,1311763,27419,501,"",0.91,0.94,0.94,0.95,0.83,0.64,0.95,0.88,"",2,2.5,-33,-8.0,-2,-0.5,8,2.3,-547877,-18.4,-435466,-24.9,-13180,-32.5,-99,-16.5
"08113","0","10","70","0","2022","3","",818,6397,6313,6082,78213842,27551919,323513,960,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",42,5.4,445,7.5,386,6.5,411,7.2,4649279,6.3,1274570,4.9,-56752,-14.9,-7,-0.7
"08113","1","10","71","0","2022","3","",8,39,39,40,779909,0,0,1525,"",1.87,0.32,0.32,0.35,0.38,0.00,0.00,1.17,"",1,14.3,1,2.6,2,5.4,6,17.6,136830,21.3,0,0.0,0,0.0,164,12.0
"08113","2","10","71","0","2022","3","",5,10,11,11,250438,0,0,1806,"",0.99,0.05,0.06,0.06,0.10,0.00,0.00,1.71,"",0,0.0,-4,-28.6,-3,-21.4,-4,-26.7,-47569,-16.0,0,0.0,0,0.0,207,12.9
